4	0.00515915005919126	0	0
4	0.01902474123894857	0	0
4	0.03978036226448075	0	0
4	0.06570953877525139	0	0
4	0.1758612351493777	0	0
4	0.2664737832701232	0.06875000000000001	0.14375
4	0.3614963416156809	0	0
4	0.3917661954564606	0.0375	0.1125
4	0.4413485334192322	0.09375	0.2000976324197765
4	0.4463492007614787	0.11875	0.2475662790042296
4	0.5641464172912782	0.475	0.2769814975770042
4	0.5672695325116448	0.3	0.2888555002072836
4	0.572356491861326	0.43125	0.3003253444183491
4	0.5724505926942517	0.31875	0.3416984233209161
4	0.6041319372559434	0.41875	0.2905409824792365
4	0.6097556205861673	0.43125	0.3192398197280534
4	0.6109035598280564	0.53125	0.3000650971039451
4	0.6125253431985588	0.3875	0.2692582403567252
4	0.6132963099618162	0.4125	0.2825663638864329
4	0.6198420239381081	0.5875	0.2455860338048563
4	0.635562094509897	0.50625	0.1904968831766021
4	0.6400621454922257	0.55	0.2368411915187052
4	0.6403178526380329	0.41875	0.2592808564086442
4	0.6439142632400989	0.6125	0.2401171589037319
4	0.8110621047570959	0.825	0.06123724356957944
4	0.8119477502995482	0.70625	0.13125
4	0.8435281188537787	0.83125	0.1154136582038712
4	0.8658827550634677	0.80625	0.284289135388604
4	0.9251531591658583	0.86875	0.09035520184250602
4	0.9450038449806873	0.925	0.07288689868556625
